19:39:01.972675 IP 10.0.0.5.49750 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2022989647, win 29200, options [mss 1460,sackOK,TS val 20875896 ecr 0,nop,wscale 7], length 0
19:40:01.442978 IP 10.0.0.5.49895 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1613729960, win 29200, options [mss 1460,sackOK,TS val 20890764 ecr 0,nop,wscale 7], length 0
19:40:01.947466 IP 10.0.0.5.49896 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1195407938, win 29200, options [mss 1460,sackOK,TS val 20890890 ecr 0,nop,wscale 7], length 0
19:40:02.463061 IP 10.0.0.5.49897 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 657470270, win 29200, options [mss 1460,sackOK,TS val 20891019 ecr 0,nop,wscale 7], length 0
19:40:02.996196 IP 10.0.0.5.49898 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1691736218, win 29200, options [mss 1460,sackOK,TS val 20891152 ecr 0,nop,wscale 7], length 0
19:40:03.521151 IP 10.0.0.5.49899 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 381878255, win 29200, options [mss 1460,sackOK,TS val 20891283 ecr 0,nop,wscale 7], length 0
19:40:04.025494 IP 10.0.0.5.49901 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 990102517, win 29200, options [mss 1460,sackOK,TS val 20891409 ecr 0,nop,wscale 7], length 0
19:40:04.580834 IP 10.0.0.5.49905 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3213368316, win 29200, options [mss 1460,sackOK,TS val 20891548 ecr 0,nop,wscale 7], length 0
19:40:05.097483 IP 10.0.0.5.49906 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 671360186, win 29200, options [mss 1460,sackOK,TS val 20891677 ecr 0,nop,wscale 7], length 0
19:40:05.633087 IP 10.0.0.5.49907 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 4078248922, win 29200, options [mss 1460,sackOK,TS val 20891811 ecr 0,nop,wscale 7], length 0
19:40:06.240958 IP 10.0.0.5.49908 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1258593740, win 29200, options [mss 1460,sackOK,TS val 20891963 ecr 0,nop,wscale 7], length 0
19:40:06.771209 IP 10.0.0.5.49909 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1879406385, win 29200, options [mss 1460,sackOK,TS val 20892096 ecr 0,nop,wscale 7], length 0
19:40:07.258764 IP 10.0.0.5.49911 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3831552052, win 29200, options [mss 1460,sackOK,TS val 20892217 ecr 0,nop,wscale 7], length 0
19:40:07.775130 IP 10.0.0.5.49912 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 4220751468, win 29200, options [mss 1460,sackOK,TS val 20892347 ecr 0,nop,wscale 7], length 0
19:40:08.295404 IP 10.0.0.5.49913 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 571551344, win 29200, options [mss 1460,sackOK,TS val 20892477 ecr 0,nop,wscale 7], length 0
19:40:08.816165 IP 10.0.0.5.49914 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3810806440, win 29200, options [mss 1460,sackOK,TS val 20892607 ecr 0,nop,wscale 7], length 0
19:40:09.279846 IP 10.0.0.5.49915 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 336435974, win 29200, options [mss 1460,sackOK,TS val 20892723 ecr 0,nop,wscale 7], length 0
19:40:09.778487 IP 10.0.0.5.49916 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3874386112, win 29200, options [mss 1460,sackOK,TS val 20892847 ecr 0,nop,wscale 7], length 0
19:40:10.260165 IP 10.0.0.5.49917 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 510620841, win 29200, options [mss 1460,sackOK,TS val 20892968 ecr 0,nop,wscale 7], length 0
19:40:10.748230 IP 10.0.0.5.49918 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2148647742, win 29200, options [mss 1460,sackOK,TS val 20893090 ecr 0,nop,wscale 7], length 0
19:40:11.224863 IP 10.0.0.5.49919 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 203584177, win 29200, options [mss 1460,sackOK,TS val 20893209 ecr 0,nop,wscale 7], length 0
19:40:11.703073 IP 10.0.0.5.49920 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 4254132420, win 29200, options [mss 1460,sackOK,TS val 20893329 ecr 0,nop,wscale 7], length 0
19:40:12.222555 IP 10.0.0.5.49921 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1211247535, win 29200, options [mss 1460,sackOK,TS val 20893458 ecr 0,nop,wscale 7], length 0
19:40:14.359936 IP 10.0.0.5.49925 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3432244313, win 29200, options [mss 1460,sackOK,TS val 20893993 ecr 0,nop,wscale 7], length 0
19:40:14.830871 IP 10.0.0.5.49926 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2134222452, win 29200, options [mss 1460,sackOK,TS val 20894110 ecr 0,nop,wscale 7], length 0
19:40:15.321221 IP 10.0.0.5.49927 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 4191847432, win 29200, options [mss 1460,sackOK,TS val 20894233 ecr 0,nop,wscale 7], length 0
19:40:15.813628 IP 10.0.0.5.49928 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 128054123, win 29200, options [mss 1460,sackOK,TS val 20894356 ecr 0,nop,wscale 7], length 0
19:40:16.289184 IP 10.0.0.5.49929 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1076978994, win 29200, options [mss 1460,sackOK,TS val 20894475 ecr 0,nop,wscale 7], length 0
19:40:16.985257 IP 10.0.0.5.49930 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 601143947, win 29200, options [mss 1460,sackOK,TS val 20894649 ecr 0,nop,wscale 7], length 0
19:40:17.554410 IP 10.0.0.5.49931 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3940316092, win 29200, options [mss 1460,sackOK,TS val 20894791 ecr 0,nop,wscale 7], length 0
19:40:18.047904 IP 10.0.0.5.49932 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3305729286, win 29200, options [mss 1460,sackOK,TS val 20894915 ecr 0,nop,wscale 7], length 0
19:40:18.589862 IP 10.0.0.5.49933 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3461804043, win 29200, options [mss 1460,sackOK,TS val 20895050 ecr 0,nop,wscale 7], length 0
19:40:19.098968 IP 10.0.0.5.49934 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 815734254, win 29200, options [mss 1460,sackOK,TS val 20895178 ecr 0,nop,wscale 7], length 0
19:40:19.626710 IP 10.0.0.5.49935 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1271547886, win 29200, options [mss 1460,sackOK,TS val 20895309 ecr 0,nop,wscale 7], length 0
19:40:20.116411 IP 10.0.0.5.49936 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3830641563, win 29200, options [mss 1460,sackOK,TS val 20895432 ecr 0,nop,wscale 7], length 0
19:40:20.693960 IP 10.0.0.5.49937 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3485778267, win 29200, options [mss 1460,sackOK,TS val 20895576 ecr 0,nop,wscale 7], length 0
19:40:21.241977 IP 10.0.0.5.49938 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3576410351, win 29200, options [mss 1460,sackOK,TS val 20895713 ecr 0,nop,wscale 7], length 0
19:40:21.778127 IP 10.0.0.5.49939 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3354257402, win 29200, options [mss 1460,sackOK,TS val 20895847 ecr 0,nop,wscale 7], length 0
19:40:22.280919 IP 10.0.0.5.49940 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3665720706, win 29200, options [mss 1460,sackOK,TS val 20895973 ecr 0,nop,wscale 7], length 0
19:40:22.664505 IP 10.0.0.5.47145 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 3583996112, win 29200, options [mss 1460,sackOK,TS val 20896069 ecr 0,nop,wscale 7], length 0
19:40:22.676597 IP 10.0.0.5.47146 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 4194605390, win 29200, options [mss 1460,sackOK,TS val 20896072 ecr 0,nop,wscale 7], length 0
19:40:22.689329 IP 10.0.0.5.47147 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 1111896950, win 29200, options [mss 1460,sackOK,TS val 20896075 ecr 0,nop,wscale 7], length 0
19:40:22.810266 IP 10.0.0.5.49945 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3874902572, win 29200, options [mss 1460,sackOK,TS val 20896105 ecr 0,nop,wscale 7], length 0
19:40:23.332439 IP 10.0.0.5.49946 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1690564696, win 29200, options [mss 1460,sackOK,TS val 20896236 ecr 0,nop,wscale 7], length 0
19:40:23.852791 IP 10.0.0.5.49947 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3191933018, win 29200, options [mss 1460,sackOK,TS val 20896366 ecr 0,nop,wscale 7], length 0
19:40:24.370903 IP 10.0.0.5.49948 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3119161499, win 29200, options [mss 1460,sackOK,TS val 20896496 ecr 0,nop,wscale 7], length 0
19:40:25.024493 IP 10.0.0.5.49949 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 444815808, win 29200, options [mss 1460,sackOK,TS val 20896659 ecr 0,nop,wscale 7], length 0
19:40:25.558864 IP 10.0.0.5.49950 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1279428739, win 29200, options [mss 1460,sackOK,TS val 20896792 ecr 0,nop,wscale 7], length 0
19:40:26.155875 IP 10.0.0.5.49951 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 4185314861, win 29200, options [mss 1460,sackOK,TS val 20896942 ecr 0,nop,wscale 7], length 0
19:40:26.701458 IP 10.0.0.5.49952 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1287512362, win 29200, options [mss 1460,sackOK,TS val 20897078 ecr 0,nop,wscale 7], length 0
19:40:27.196499 IP 10.0.0.5.49953 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 434511604, win 29200, options [mss 1460,sackOK,TS val 20897202 ecr 0,nop,wscale 7], length 0
19:40:27.727389 IP 10.0.0.5.49954 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 4133456775, win 29200, options [mss 1460,sackOK,TS val 20897335 ecr 0,nop,wscale 7], length 0
19:40:28.269892 IP 10.0.0.5.49955 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 176429888, win 29200, options [mss 1460,sackOK,TS val 20897470 ecr 0,nop,wscale 7], length 0
19:40:28.729445 IP 10.0.0.5.49956 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 459292510, win 29200, options [mss 1460,sackOK,TS val 20897585 ecr 0,nop,wscale 7], length 0
19:40:29.219097 IP 10.0.0.5.49957 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3247798154, win 29200, options [mss 1460,sackOK,TS val 20897708 ecr 0,nop,wscale 7], length 0
19:40:29.950145 IP 10.0.0.5.49958 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2630844758, win 29200, options [mss 1460,sackOK,TS val 20897890 ecr 0,nop,wscale 7], length 0
19:40:30.482559 IP 10.0.0.5.49959 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2586986381, win 29200, options [mss 1460,sackOK,TS val 20898023 ecr 0,nop,wscale 7], length 0
19:40:31.045861 IP 10.0.0.5.49960 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3658388379, win 29200, options [mss 1460,sackOK,TS val 20898164 ecr 0,nop,wscale 7], length 0
19:40:31.616544 IP 10.0.0.5.49961 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3372864724, win 29200, options [mss 1460,sackOK,TS val 20898307 ecr 0,nop,wscale 7], length 0
19:40:32.133742 IP 10.0.0.5.49962 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1124161324, win 29200, options [mss 1460,sackOK,TS val 20898436 ecr 0,nop,wscale 7], length 0
19:40:32.723305 IP 10.0.0.5.49963 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 4174753606, win 29200, options [mss 1460,sackOK,TS val 20898584 ecr 0,nop,wscale 7], length 0
19:40:33.212485 IP 10.0.0.5.49964 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1710300008, win 29200, options [mss 1460,sackOK,TS val 20898706 ecr 0,nop,wscale 7], length 0
19:40:33.739780 IP 10.0.0.5.49965 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 322118853, win 29200, options [mss 1460,sackOK,TS val 20898838 ecr 0,nop,wscale 7], length 0
19:40:34.219574 IP 10.0.0.5.49966 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3577516762, win 29200, options [mss 1460,sackOK,TS val 20898958 ecr 0,nop,wscale 7], length 0
19:40:34.756994 IP 10.0.0.5.49967 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 582600952, win 29200, options [mss 1460,sackOK,TS val 20899092 ecr 0,nop,wscale 7], length 0
19:40:35.237783 IP 10.0.0.5.49968 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1083367979, win 29200, options [mss 1460,sackOK,TS val 20899212 ecr 0,nop,wscale 7], length 0
19:40:35.776608 IP 10.0.0.5.49969 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 4014976841, win 29200, options [mss 1460,sackOK,TS val 20899347 ecr 0,nop,wscale 7], length 0
19:40:36.269777 IP 10.0.0.5.49970 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2313175928, win 29200, options [mss 1460,sackOK,TS val 20899470 ecr 0,nop,wscale 7], length 0
19:40:36.740060 IP 10.0.0.5.49971 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 4011929560, win 29200, options [mss 1460,sackOK,TS val 20899588 ecr 0,nop,wscale 7], length 0
19:40:37.290947 IP 10.0.0.5.49972 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1614605588, win 29200, options [mss 1460,sackOK,TS val 20899726 ecr 0,nop,wscale 7], length 0
19:40:37.802508 IP 10.0.0.5.49974 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 746850538, win 29200, options [mss 1460,sackOK,TS val 20899853 ecr 0,nop,wscale 7], length 0
19:40:38.291308 IP 10.0.0.5.49975 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1941484286, win 29200, options [mss 1460,sackOK,TS val 20899976 ecr 0,nop,wscale 7], length 0
19:40:38.999845 IP 10.0.0.5.49978 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2752839374, win 29200, options [mss 1460,sackOK,TS val 20900153 ecr 0,nop,wscale 7], length 0
19:40:39.571501 IP 10.0.0.5.49981 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 783814654, win 29200, options [mss 1460,sackOK,TS val 20900296 ecr 0,nop,wscale 7], length 0
19:40:40.102128 IP 10.0.0.5.49982 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 526870093, win 29200, options [mss 1460,sackOK,TS val 20900428 ecr 0,nop,wscale 7], length 0
19:40:40.945715 IP 10.0.0.5.49983 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1807176109, win 29200, options [mss 1460,sackOK,TS val 20900639 ecr 0,nop,wscale 7], length 0
19:40:41.442352 IP 10.0.0.5.49984 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2640054518, win 29200, options [mss 1460,sackOK,TS val 20900763 ecr 0,nop,wscale 7], length 0
19:40:41.984807 IP 10.0.0.5.49986 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 1186715437, win 29200, options [mss 1460,sackOK,TS val 20900899 ecr 0,nop,wscale 7], length 0
19:40:42.482509 IP 10.0.0.5.49987 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 3335451032, win 29200, options [mss 1460,sackOK,TS val 20901023 ecr 0,nop,wscale 7], length 0
19:40:43.159423 IP 10.0.0.5.52081 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 3363633057, win 29200, options [mss 1460,sackOK,TS val 20901193 ecr 0,nop,wscale 7], length 0
19:40:43.237280 IP 10.0.0.5.52082 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 749792878, win 29200, options [mss 1460,sackOK,TS val 20901212 ecr 0,nop,wscale 7], length 0
19:40:43.326256 IP 10.0.0.5.52083 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 671858264, win 29200, options [mss 1460,sackOK,TS val 20901234 ecr 0,nop,wscale 7], length 0
19:40:43.398428 IP 10.0.0.5.52084 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 2419641681, win 29200, options [mss 1460,sackOK,TS val 20901252 ecr 0,nop,wscale 7], length 0
19:40:43.479114 IP 10.0.0.5.52085 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 1254351327, win 29200, options [mss 1460,sackOK,TS val 20901273 ecr 0,nop,wscale 7], length 0
19:40:43.560224 IP 10.0.0.5.52086 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 1821897441, win 29200, options [mss 1460,sackOK,TS val 20901293 ecr 0,nop,wscale 7], length 0
19:40:43.638231 IP 10.0.0.5.52087 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 3635383841, win 29200, options [mss 1460,sackOK,TS val 20901312 ecr 0,nop,wscale 7], length 0
19:40:43.711596 IP 10.0.0.5.52088 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 1724708510, win 29200, options [mss 1460,sackOK,TS val 20901331 ecr 0,nop,wscale 7], length 0
19:40:43.784956 IP 10.0.0.5.52089 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 1256826418, win 29200, options [mss 1460,sackOK,TS val 20901349 ecr 0,nop,wscale 7], length 0
19:40:43.868583 IP 10.0.0.5.52090 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 1969790167, win 29200, options [mss 1460,sackOK,TS val 20901370 ecr 0,nop,wscale 7], length 0
19:40:43.936491 IP 10.0.0.5.52091 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 721885447, win 29200, options [mss 1460,sackOK,TS val 20901387 ecr 0,nop,wscale 7], length 0
19:40:44.028804 IP 10.0.0.5.52092 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 3419628183, win 29200, options [mss 1460,sackOK,TS val 20901410 ecr 0,nop,wscale 7], length 0
19:40:44.114701 IP 10.0.0.5.52093 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 3191736942, win 29200, options [mss 1460,sackOK,TS val 20901431 ecr 0,nop,wscale 7], length 0
19:40:44.191298 IP 10.0.0.5.52094 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 1520081155, win 29200, options [mss 1460,sackOK,TS val 20901451 ecr 0,nop,wscale 7], length 0
19:40:44.267314 IP 10.0.0.5.52095 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 986444839, win 29200, options [mss 1460,sackOK,TS val 20901470 ecr 0,nop,wscale 7], length 0
19:40:44.339450 IP 10.0.0.5.52096 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 3218589101, win 29200, options [mss 1460,sackOK,TS val 20901488 ecr 0,nop,wscale 7], length 0
19:40:44.411534 IP 10.0.0.5.52097 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 3425819576, win 29200, options [mss 1460,sackOK,TS val 20901506 ecr 0,nop,wscale 7], length 0
19:40:44.491870 IP 10.0.0.5.52098 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 3501670849, win 29200, options [mss 1460,sackOK,TS val 20901526 ecr 0,nop,wscale 7], length 0
19:40:44.568527 IP 10.0.0.5.52099 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 1435786099, win 29200, options [mss 1460,sackOK,TS val 20901545 ecr 0,nop,wscale 7], length 0
19:40:44.647107 IP 10.0.0.5.52100 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 4260780029, win 29200, options [mss 1460,sackOK,TS val 20901565 ecr 0,nop,wscale 7], length 0
19:40:44.722854 IP 10.0.0.5.52101 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 1382292241, win 29200, options [mss 1460,sackOK,TS val 20901583 ecr 0,nop,wscale 7], length 0
19:40:44.802444 IP 10.0.0.5.52102 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 3029649380, win 29200, options [mss 1460,sackOK,TS val 20901603 ecr 0,nop,wscale 7], length 0
19:40:44.870249 IP 10.0.0.5.52103 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 932016609, win 29200, options [mss 1460,sackOK,TS val 20901620 ecr 0,nop,wscale 7], length 0
19:40:44.946138 IP 10.0.0.5.52104 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 3867353165, win 29200, options [mss 1460,sackOK,TS val 20901639 ecr 0,nop,wscale 7], length 0
19:40:45.022638 IP 10.0.0.5.52105 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 4069749846, win 29200, options [mss 1460,sackOK,TS val 20901658 ecr 0,nop,wscale 7], length 0
19:40:45.107945 IP 10.0.0.5.52106 > blob.dm5prdstr02a.store.core.windows.net.http: Flags [S], seq 3996736640, win 29200, options [mss 1460,sackOK,TS val 20901680 ecr 0,nop,wscale 7], length 0
